%Y%m%d%H%M;USDCHF
199812221600;1.3659
199812221630;1.3651
199812221700;1.3653
199812221730;1.3654
199812221800;1.3654
199812221830;1.3649
199812221900;1.3652
199812221930;1.3654
199812222000;1.364
199812222030;1.3621
199812222100;1.3634
199812222130;1.3637
199812222200;1.3638
199812222230;1.3637
199812222300;1.3644
199812222330;1.3651
199812230000;1.365
199812230030;1.3637
199812230100;1.362
199812230130;1.3614
199812230200;1.3617
199812230230;1.3616
199812230300;1.3597
199812230330;1.3619
199812230400;1.3607
199812230430;1.3611
199812230500;1.3615
199812230530;1.3618
199812230600;1.3614
199812230630;1.3614
199812230700;1.3608
199812230730;1.3616
199812230800;1.3616
199812230830;1.364
199812230900;1.3621
199812230930;1.3621
199812231000;1.3616
199812231030;1.3634
199812231100;1.3641
199812231130;1.3634
199812231200;1.3637
199812231230;1.3634
199812231300;1.3643
199812231330;1.3618
199812231400;1.3611
199812231430;1.3613
199812231500;1.3614
199812231530;1.3619
199812231600;1.3632
199812231630;1.3635
199812231700;1.3631
199812231730;1.3625
199812231800;1.3635
199812231830;1.3617
199812231900;1.3623
199812231930;1.3635
199812232000;1.3624
199812232030;1.3627
199812232100;1.3632
199812232130;1.363
199812232200;1.3624
199812232230;1.3628
199812232300;1.3629
199812232330;1.3635
199812240000;1.3622
199812240030;1.3637
199812240100;1.3637
199812240130;1.3639
199812240200;1.3638
199812240230;1.364
199812240300;1.3636
199812240330;1.3636
199812240400;1.3635
199812240430;1.3635
199812240500;1.364
199812240530;1.3642
199812240600;1.3647
199812240630;1.3651
199812240700;1.3649
199812240730;1.3646
199812240800;1.3647
199812240830;1.3671
199812240900;1.3677
199812240930;1.3743
199812241000;1.3717
199812241030;1.3712
199812241100;1.3713
199812241130;1.3706
199812241200;1.3702
199812241230;1.3693
199812241300;1.3672
199812241330;1.3673
199812241400;1.3695
199812241430;1.3678
199812241500;1.3664
199812241530;1.3694
199812241600;1.3725
199812241630;1.3747
199812241700;1.3754
199812241730;1.3757
199812241800;1.3765
199812241830;1.3765
199812241900;1.3766
199812241930;1.3766
199812242000;1.3767
199812242030;1.3766
199812242100;1.3766
199812242130;1.3765
199812242200;1.376
199812242230;1.3755
199812242300;1.375
199812242330;1.3745
199812280000;1.374
199812280030;1.3733
199812280100;1.3741
199812280130;1.373
199812280200;1.3742
199812280230;1.3734
199812280300;1.3735
199812280330;1.3735
199812280400;1.373
199812280430;1.3734
199812280500;1.3733
199812280530;1.3736
199812280600;1.3729
199812280630;1.3721
199812280700;1.3721
199812280730;1.3712
199812280800;1.374
199812280830;1.3733
199812280900;1.3735
199812280930;1.3747
199812281000;1.3743
199812281030;1.3741
199812281100;1.3738
199812281130;1.3745
199812281200;1.3753
199812281230;1.3755
199812281300;1.3743
199812281330;1.376
199812281400;1.3755
199812281430;1.3763
199812281500;1.3746
199812281530;1.373
199812281600;1.3728
199812281630;1.3727
199812281700;1.3716
199812281730;1.3714
199812281800;1.3719
199812281830;1.3714
199812281900;1.3725
199812281930;1.3709
199812282000;1.3682
199812282030;1.3683
199812282100;1.3677
199812282130;1.3687
199812282200;1.3686
199812282230;1.3688
199812282300;1.3689
199812282330;1.369
199812290000;1.3689
199812290030;1.37
199812290100;1.369
199812290130;1.3691
199812290200;1.369
199812290230;1.3685
199812290300;1.3655
199812290330;1.3651
199812290400;1.3654
199812290430;1.3649
199812290500;1.365
199812290530;1.3651
199812290600;1.3659
199812290630;1.365
199812290700;1.3653
199812290730;1.3663
199812290800;1.368
199812290830;1.3677
199812290900;1.3677
199812290930;1.3658
199812291000;1.3651
199812291030;1.3665
199812291100;1.3664
199812291130;1.3671
199812291200;1.3668
199812291230;1.3667
199812291300;1.3653
199812291330;1.3661
199812291400;1.3647
199812291430;1.3656
199812291500;1.3649
199812291530;1.3638
199812291600;1.3637
199812291630;1.3611
199812291700;1.362
199812291730;1.3628
199812291800;1.3627
199812291830;1.3639
199812291900;1.3638
199812291930;1.3684
199812292000;1.367
199812292030;1.3673
199812292100;1.3682
199812292130;1.3674
199812292200;1.3682
199812292230;1.3683
199812292300;1.3682
199812292330;1.3675
199812300000;1.368
199812300030;1.3682
199812300100;1.3665
199812300130;1.3672
199812300200;1.3671
199812300230;1.366
199812300300;1.367
199812300330;1.3674
199812300400;1.3676
199812300430;1.3667
199812300500;1.3676
199812300530;1.366
199812300600;1.3671
199812300630;1.3656
199812300700;1.3657
199812300730;1.3643
199812300800;1.3645
199812300830;1.3659
199812300900;1.3664
199812300930;1.3662
199812301000;1.3677
199812301030;1.3683
199812301100;1.3687
199812301130;1.3673
199812301200;1.3661
199812301230;1.3662
199812301300;1.3671
199812301330;1.3682
199812301400;1.3677
199812301430;1.367
199812301500;1.368
199812301530;1.3672
199812301600;1.3702
199812301630;1.3738
199812301700;1.379
199812301730;1.384
199812301800;1.3835
199812301830;1.3834
199812301900;1.3836
199812301930;1.3838
199812302000;1.3815
199812302030;1.3825
199812302100;1.3835
199812302130;1.3833
199812302200;1.383
199812302230;1.3829
199812302300;1.3828
199812302330;1.3826
199812310000;1.3843
199812310030;1.3849
199812310100;1.3833
199812310130;1.3834
199812310200;1.3819
199812310230;1.382
199812310300;1.3821
199812310330;1.3822
199812310400;1.3814
199812310430;1.3817
199812310500;1.3819
199812310530;1.3808
199812310600;1.3807
199812310630;1.3827
199812310700;1.3799
199812310730;1.3793
199812310800;1.378
199812310830;1.3765
199812310900;1.3768
199812310930;1.3777
199812311000;1.3778
199812311030;1.3787
199812311100;1.3781
199812311130;1.3786
199812311200;1.3753
199812311230;1.3786
199812311300;1.3795
199812311330;1.3812
199812311400;1.3814
199812311430;1.3812
199812311500;1.3785
199812311530;1.3791
199812311600;1.3735
199812311630;1.3742
199812311700;1.3735
199812311730;1.3767
199812311800;1.376
199812311830;1.3757
199812311900;1.3754
199812311930;1.3751
199812312000;1.3747
199812312030;1.3744
199812312100;1.3741
199812312130;1.3738
199812312200;1.3735
199812312230;1.3732
199812312300;1.3728
199812312330;1.3725
199901040000;1.3722
199901040030;1.3717
199901040100;1.3715
199901040130;1.367
199901040200;1.3652
199901040230;1.3651
199901040300;1.3603
199901040330;1.3607
199901040400;1.3614
199901040430;1.3608
199901040500;1.36
199901040530;1.3575
199901040600;1.359
199901040630;1.3587
199901040700;1.3588
199901040730;1.3623
199901040800;1.3598
199901040830;1.3596
199901040900;1.3648
199901040930;1.3679
199901041000;1.3687
199901041030;1.3698
199901041100;1.3683
199901041130;1.368
199901041200;1.3688
199901041230;1.3694
199901041300;1.3708
199901041330;1.3718
199901041400;1.371
199901041430;1.373
199901041500;1.3689
199901041530;1.3682
199901041600;1.3682
199901041630;1.3671
199901041700;1.3665
199901041730;1.3658
199901041800;1.365
199901041830;1.3682
199901041900;1.3674
199901041930;1.3665
199901042000;1.3658
199901042030;1.3673
199901042100;1.367
199901042130;1.3668
199901042200;1.3666
199901042230;1.368
199901042300;1.366
199901042330;1.3665
199901050000;1.3675
199901050030;1.367
199901050100;1.3665
199901050130;1.3646
199901050200;1.3667
199901050230;1.3674
199901050300;1.3682
199901050330;1.3691
199901050400;1.3682
199901050430;1.368
199901050500;1.3677
199901050530;1.368
199901050600;1.367
199901050630;1.3687
199901050700;1.3657
199901050730;1.3664
199901050800;1.3655
199901050830;1.3654
199901050900;1.3667
199901050930;1.366
199901051000;1.366
199901051030;1.3661
199901051100;1.3654
199901051130;1.3656
199901051200;1.3675
199901051230;1.3669
199901051300;1.3676
199901051330;1.3679
199901051400;1.3671
199901051430;1.3674
199901051500;1.3689
199901051530;1.3677
199901051600;1.3678
199901051630;1.3681
199901051700;1.3695
199901051730;1.3704
199901051800;1.3713
199901051830;1.3715
199901051900;1.3717
199901051930;1.3718
199901052000;1.371
199901052030;1.3712
199901052100;1.3709
199901052130;1.3715
199901052200;1.3715
199901052230;1.3716
199901052300;1.3724
199901052330;1.3726
199901060000;1.372
199901060030;1.3715
199901060100;1.3717
199901060130;1.3727
199901060200;1.376
199901060230;1.3735
199901060300;1.376
199901060330;1.3778
199901060400;1.3775
199901060430;1.376
199901060500;1.3772
199901060530;1.3778
199901060600;1.3786
199901060630;1.3763
199901060700;1.376
199901060730;1.3753
199901060800;1.3756
199901060830;1.3721
199901060900;1.3734
199901060930;1.3714
199901061000;1.3715
199901061030;1.3724
199901061100;1.3718
199901061130;1.372
199901061200;1.3725
199901061230;1.3729
199901061300;1.3731
199901061330;1.3727
199901061400;1.3742
199901061430;1.3743
199901061500;1.3774
199901061530;1.379
199901061600;1.3792
199901061630;1.3819
199901061700;1.3902
199901061730;1.394
199901061800;1.3941
199901061830;1.3938
199901061900;1.3937
199901061930;1.3937
199901062000;1.3942
199901062030;1.3938
199901062100;1.3925
199901062130;1.392
199901062200;1.3923
199901062230;1.3914
199901062300;1.3915
199901062330;1.3913
199901070000;1.3916
199901070030;1.3916
199901070100;1.392
199901070130;1.3917
199901070200;1.3907
199901070230;1.3903
199901070300;1.3908
199901070330;1.3902
199901070400;1.3901
199901070430;1.3905
199901070500;1.3907
199901070530;1.3918
199901070600;1.3911
199901070630;1.391
199901070700;1.3896
199901070730;1.3893
199901070800;1.392
199901070830;1.388
199901070900;1.3873
199901070930;1.3879
199901071000;1.3873
199901071030;1.3877
199901071100;1.3879
199901071130;1.386
199901071200;1.386
199901071230;1.3867
199901071300;1.3875
199901071330;1.3884
199901071400;1.3861
199901071430;1.3836
199901071500;1.3843
199901071530;1.3827
199901071600;1.3861
199901071630;1.3865
199901071700;1.3853
199901071730;1.3849
199901071800;1.3812
199901071830;1.3769
199901071900;1.3777
199901071930;1.3782
199901072000;1.3777
199901072030;1.3782
199901072100;1.3781
199901072130;1.3776
199901072200;1.3775
199901072230;1.3776
199901072300;1.3782
199901072330;1.3782
199901080000;1.3772
199901080030;1.3787
199901080100;1.3789
199901080130;1.3781
199901080200;1.376
199901080230;1.378
199901080300;1.3787
199901080330;1.3792
199901080400;1.378
199901080430;1.3781
199901080500;1.3783
199901080530;1.3799
199901080600;1.3791
199901080630;1.3805
199901080700;1.3817
199901080730;1.381
199901080800;1.3822
199901080830;1.3831
199901080900;1.3831
199901080930;1.3839
199901081000;1.3836
199901081030;1.3841
199901081100;1.3836
199901081130;1.3841
199901081200;1.3844
199901081230;1.3846
199901081300;1.3846
199901081330;1.384
199901081400;1.3897
199901081430;1.3924
199901081500;1.3925
199901081530;1.3898
199901081600;1.3957
199901081630;1.3991
199901081700;1.3967
199901081730;1.3957
199901081800;1.3958
199901081830;1.3955
199901081900;1.3955
199901081930;1.3934
199901082000;1.3911
199901082030;1.3912
199901082100;1.394
199901082130;1.3935
199901082200;1.3938
199901082230;1.3941
199901082300;1.3944
199901082330;1.3947
199901110000;1.395
199901110030;1.3947
199901110100;1.3945
199901110130;1.3935
199901110200;1.3933
199901110230;1.393
199901110300;1.3933
199901110330;1.3932
199901110400;1.3928
199901110430;1.3935
199901110500;1.3936
199901110530;1.394
199901110600;1.3926
199901110630;1.3928
199901110700;1.392
199901110730;1.393
199901110800;1.3917
199901110830;1.3913
199901110900;1.3914
199901110930;1.3925
199901111000;1.3914
199901111030;1.3907
199901111100;1.3913
199901111130;1.3906
199901111200;1.3905
199901111230;1.3917
199901111300;1.3929
199901111330;1.3921
199901111400;1.3962
199901111430;1.397
199901111500;1.4015
199901111530;1.3999
199901111600;1.3968
199901111630;1.3964
199901111700;1.3964
199901111730;1.3938
199901111800;1.395
199901111830;1.3951
199901111900;1.399
199901111930;1.3987
199901112000;1.402
199901112030;1.4017
199901112100;1.4012
199901112130;1.4005
199901112200;1.3998
199901112230;1.4008
199901112300;1.4005
199901112330;1.4005
199901120000;1.3996
199901120030;1.4012
199901120100;1.4027
199901120130;1.4055
199901120200;1.4031
199901120230;1.4027
199901120300;1.4027
199901120330;1.4017
199901120400;1.4015
199901120430;1.401
199901120500;1.401
199901120530;1.4018
199901120600;1.4017
199901120630;1.4011
199901120700;1.4028
199901120730;1.404
199901120800;1.4016
199901120830;1.4
199901120900;1.3997
199901120930;1.399
199901121000;1.3999
199901121030;1.3983
199901121100;1.3974
199901121130;1.3974
199901121200;1.3979
199901121230;1.397
199901121300;1.3962
199901121330;1.3946
199901121400;1.3923
199901121430;1.3923
199901121500;1.3921
199901121530;1.3913
199901121600;1.3907
199901121630;1.3909
199901121700;1.3887
199901121730;1.389
199901121800;1.3858
199901121830;1.3897
199901121900;1.3887
199901121930;1.3887
199901122000;1.3882
199901122030;1.3872
199901122100;1.3874
199901122130;1.3866
199901122200;1.3865
199901122230;1.387
199901122300;1.3873
199901122330;1.3882
199901130000;1.388
199901130030;1.3873
199901130100;1.3868
199901130130;1.3865
199901130200;1.3862
199901130230;1.3862
199901130300;1.3855
199901130330;1.3857
199901130400;1.3854
199901130430;1.3863
199901130500;1.3867
199901130530;1.387
199901130600;1.3866
199901130630;1.3867
199901130700;1.3846
199901130730;1.3825
199901130800;1.3807
199901130830;1.3765
199901130900;1.3754
199901130930;1.3717
199901131000;1.366
199901131030;1.3661
199901131100;1.3644
199901131130;1.3665
199901131200;1.3659
199901131230;1.3624
199901131300;1.3603
199901131330;1.3527
199901131400;1.3434
199901131430;1.3478
199901131500;1.3532
199901131530;1.3511
199901131600;1.3558
199901131630;1.3619
199901131700;1.3585
199901131730;1.3595
199901131800;1.3669
199901131830;1.3658
199901131900;1.3658
199901131930;1.3665
199901132000;1.3677
199901132030;1.3643
199901132100;1.3647
199901132130;1.3635
199901132200;1.3629
199901132230;1.362
199901132300;1.3616
199901132330;1.3595
199901140000;1.3587
199901140030;1.3588
199901140100;1.362
199901140130;1.363
199901140200;1.364
199901140230;1.3637
199901140300;1.3639
199901140330;1.3647
199901140400;1.3641
199901140430;1.364
199901140500;1.3645
199901140530;1.3668
199901140600;1.3664
199901140630;1.3654
199901140700;1.3605
199901140730;1.3649
199901140800;1.3651
199901140830;1.3649
199901140900;1.3653
199901140930;1.3612
199901141000;1.3625
199901141030;1.366
199901141100;1.3653
199901141130;1.3674
199901141200;1.3675
199901141230;1.3668
199901141300;1.3661
199901141330;1.369
199901141400;1.3647
199901141430;1.3629
199901141500;1.3625
199901141530;1.3581
199901141600;1.3599
199901141630;1.3609
199901141700;1.3625
199901141730;1.3626
199901141800;1.3621
199901141830;1.3562
199901141900;1.3567
199901141930;1.3577
199901142000;1.3572
199901142030;1.3577
199901142100;1.3577
199901142130;1.3587
199901142200;1.3589
199901142230;1.3588
199901142300;1.3588
199901142330;1.3589
199901150000;1.3594
199901150030;1.359
199901150100;1.3586
199901150130;1.3585
199901150200;1.359
199901150230;1.3588
199901150300;1.3582
199901150330;1.358
199901150400;1.3576
199901150430;1.3577
199901150500;1.3579
199901150530;1.3561
199901150600;1.3536
199901150630;1.3534
199901150700;1.354
199901150730;1.3525
199901150800;1.35
199901150830;1.3502
199901150900;1.3535
199901150930;1.356
199901151000;1.3608
199901151030;1.3633
199901151100;1.3624
199901151130;1.3623
199901151200;1.3659
199901151230;1.3558
199901151300;1.364
199901151330;1.3723
199901151400;1.3752
199901151430;1.3752
199901151500;1.3743
199901151530;1.3775
199901151600;1.3797
199901151630;1.3781
199901151700;1.3781
199901151730;1.3778
199901151800;1.3799
199901151830;1.3777
199901151900;1.3778
199901151930;1.3778
199901152000;1.3832
199901152030;1.3838
199901152100;1.3811
199901152130;1.3783
199901152200;1.379
199901152230;1.3797
199901152300;1.3803
199901152330;1.381
199901180000;1.3817
199901180030;1.3807
199901180100;1.379
199901180130;1.3794
199901180200;1.3791
199901180230;1.378
199901180300;1.3791
199901180330;1.3788
199901180400;1.3783
199901180430;1.3782
199901180500;1.3783
199901180530;1.3802
199901180600;1.3794
199901180630;1.3775
199901180700;1.3764
199901180730;1.3799
199901180800;1.3812
199901180830;1.3804
199901180900;1.3828
199901180930;1.3823
199901181000;1.3815
199901181030;1.3815
199901181100;1.3811
199901181130;1.3839
199901181200;1.386
199901181230;1.382
199901181300;1.3811
199901181330;1.3798
199901181400;1.3808
199901181430;1.38
199901181500;1.3809
199901181530;1.3811
199901181600;1.3826
199901181630;1.3816
199901181700;1.3807
199901181730;1.381
199901181800;1.3805
199901181830;1.3775
199901181900;1.3778
199901181930;1.378
199901182000;1.3782
199901182030;1.3785
199901182100;1.379
199901182130;1.3805
199901182200;1.379
199901182230;1.3789
199901182300;1.379
199901182330;1.3794
199901190000;1.378
199901190030;1.3787
199901190100;1.3798
199901190130;1.3799
199901190200;1.3814
199901190230;1.3813
199901190300;1.382
199901190330;1.3819
199901190400;1.3817
199901190430;1.382
199901190500;1.3835
199901190530;1.384
199901190600;1.3843
199901190630;1.3851
199901190700;1.3833
199901190730;1.3831
199901190800;1.379
199901190830;1.3788
199901190900;1.3774
199901190930;1.379
199901191000;1.3803
199901191030;1.3769
199901191100;1.3732
199901191130;1.3736
199901191200;1.3738
199901191230;1.3755
199901191300;1.3753
199901191330;1.3764
199901191400;1.3764
199901191430;1.3768
199901191500;1.3766
199901191530;1.3797
199901191600;1.375
199901191630;1.3759
199901191700;1.375
199901191730;1.3749
199901191800;1.3743
199901191830;1.3744
199901191900;1.3742
199901191930;1.3747
199901192000;1.3747
199901192030;1.376
199901192100;1.3759
199901192130;1.3762
199901192200;1.3772
199901192230;1.3782
199901192300;1.3782
199901192330;1.3786
199901200000;1.378
199901200030;1.378
199901200100;1.3777
199901200130;1.3775
199901200200;1.3773
199901200230;1.3775
199901200300;1.3779
199901200330;1.3778
199901200400;1.3776
199901200430;1.378
199901200500;1.3784
199901200530;1.3791
199901200600;1.379
199901200630;1.3788
199901200700;1.3813
199901200730;1.3817
199901200800;1.3838
199901200830;1.3825
199901200900;1.3828
199901200930;1.3828
199901201000;1.3815
199901201030;1.3827
199901201100;1.382
199901201130;1.3831
199901201200;1.3829
199901201230;1.3844
199901201300;1.3839
199901201330;1.3891
199901201400;1.3897
199901201430;1.3899
199901201500;1.391
199901201530;1.3883
199901201600;1.3883
199901201630;1.3893
199901201700;1.3896
199901201730;1.3897
199901201800;1.3884
199901201830;1.3878
199901201900;1.3893
199901201930;1.3913
199901202000;1.3898
199901202030;1.3882
199901202100;1.389
199901202130;1.3877
199901202200;1.388
199901202230;1.3883
199901202300;1.388
199901202330;1.3882
199901210000;1.3882
199901210030;1.3874
199901210100;1.3903
199901210130;1.3907
199901210200;1.3907
199901210230;1.39
199901210300;1.39
199901210330;1.3892
199901210400;1.3894
199901210430;1.3891
199901210500;1.3901
199901210530;1.388
199901210600;1.3868
199901210630;1.3877
199901210700;1.3875
199901210730;1.3867
199901210800;1.3865
199901210830;1.3856
199901210900;1.3876
199901210930;1.3856
199901211000;1.3844
199901211030;1.3855
199901211100;1.3858
199901211130;1.3864
199901211200;1.3862
199901211230;1.3866
199901211300;1.3864
199901211330;1.3838
199901211400;1.3821
199901211430;1.3806
199901211500;1.3807
199901211530;1.3839
199901211600;1.3853
199901211630;1.3837
199901211700;1.3866
199901211730;1.3869
199901211800;1.3837
199901211830;1.3817
199901211900;1.3819
199901211930;1.3818
199901212000;1.3837
199901212030;1.3842
199901212100;1.385
199901212130;1.3849
199901212200;1.3847
199901212230;1.385
199901212300;1.3843
199901212330;1.3844
199901220000;1.385
199901220030;1.381
199901220100;1.3805
199901220130;1.3808
199901220200;1.3812
199901220230;1.3809
199901220300;1.38
199901220330;1.3805
199901220400;1.3798
199901220430;1.3792
199901220500;1.3784
199901220530;1.3781
199901220600;1.3784
199901220630;1.3789
199901220700;1.3826
199901220730;1.381
199901220800;1.3818
199901220830;1.3811
199901220900;1.3782
199901220930;1.3785
199901221000;1.3767
199901221030;1.3786
199901221100;1.3783
199901221130;1.3796
199901221200;1.384
199901221230;1.3793
199901221300;1.3811
199901221330;1.3819
199901221400;1.38
199901221430;1.3787
199901221500;1.3798
199901221530;1.38
199901221600;1.3817
199901221630;1.3823
199901221700;1.3829
199901221730;1.3822
199901221800;1.3819
199901221830;1.3824
199901221900;1.3834
199901221930;1.3836
199901222000;1.3844
199901222030;1.3843
199901222100;1.3819
199901222130;1.3821
199901222200;1.3821
199901222230;1.3821
199901222300;1.3822
199901222330;1.3822
199901250000;1.3822
199901250030;1.3825
199901250100;1.3827
199901250130;1.3821
199901250200;1.3795
199901250230;1.38
199901250300;1.3804
199901250330;1.3795
199901250400;1.3795
199901250430;1.3791
199901250500;1.3777
199901250530;1.3791
199901250600;1.3773
199901250630;1.378
199901250700;1.3777
199901250730;1.3792
199901250800;1.3769
199901250830;1.3761
199901250900;1.3755
199901250930;1.3765
199901251000;1.3757
199901251030;1.3756
199901251100;1.3773
199901251130;1.3767
199901251200;1.3775
199901251230;1.3778
199901251300;1.3781
199901251330;1.3777
199901251400;1.3784
199901251430;1.3791
199901251500;1.3812
199901251530;1.3807
199901251600;1.3824
199901251630;1.3825
199901251700;1.3823
199901251730;1.3828
199901251800;1.3834
199901251830;1.3845
199901251900;1.3864
199901251930;1.3857
199901252000;1.3865
199901252030;1.3871
199901252100;1.387
199901252130;1.3871
199901252200;1.3872
199901252230;1.3869
199901252300;1.3868
199901252330;1.3868
199901260000;1.3864
199901260030;1.3853
199901260100;1.3852
199901260130;1.3847
199901260200;1.3857
199901260230;1.386
199901260300;1.3855
199901260330;1.3862
199901260400;1.3862
199901260430;1.3863
199901260500;1.3856
199901260530;1.3846
199901260600;1.3854
199901260630;1.3854
199901260700;1.3843
199901260730;1.3846
199901260800;1.3864
199901260830;1.3872
199901260900;1.388
199901260930;1.3887
199901261000;1.3881
199901261030;1.3876
199901261100;1.387
199901261130;1.3869
199901261200;1.3858
199901261230;1.3844
199901261300;1.3816
199901261330;1.3834
199901261400;1.3834
199901261430;1.3853
199901261500;1.3863
199901261530;1.387
199901261600;1.3863
199901261630;1.3874
199901261700;1.387
199901261730;1.3873
199901261800;1.3868
199901261830;1.3871
199901261900;1.3871
199901261930;1.3876
199901262000;1.3886
199901262030;1.389
199901262100;1.3892
199901262130;1.389
199901262200;1.3903
199901262230;1.3906
199901262300;1.3899
199901262330;1.3888
199901270000;1.388
199901270030;1.3938
199901270100;1.3928
199901270130;1.3945
199901270200;1.3939
199901270230;1.3938
199901270300;1.3942
199901270330;1.3942
199901270400;1.3941
199901270430;1.3937
199901270500;1.394
199901270530;1.393
199901270600;1.3932
199901270630;1.3939
199901270700;1.3922
199901270730;1.3935
199901270800;1.3945
199901270830;1.3967
199901270900;1.3967
199901270930;1.3972
199901271000;1.3967
199901271030;1.3964
199901271100;1.3951
199901271130;1.3963
199901271200;1.3956
199901271230;1.3949
199901271300;1.395
199901271330;1.3967
199901271400;1.3998
199901271430;1.3991
199901271500;1.3963
199901271530;1.3964
199901271600;1.397
199901271630;1.4005
199901271700;1.4008
199901271730;1.4015
199901271800;1.4088
199901271830;1.4113
199901271900;1.4101
199901271930;1.4113
199901272000;1.4105
199901272030;1.4098
199901272100;1.4098
199901272130;1.409
199901272200;1.4097
199901272230;1.4094
199901272300;1.4084
199901272330;1.4089
199901280000;1.408
199901280030;1.4093
199901280100;1.4104
199901280130;1.4087
199901280200;1.4085
199901280230;1.4088
199901280300;1.4097
199901280330;1.409
199901280400;1.4094
199901280430;1.4086
199901280500;1.4093
199901280530;1.4087
199901280600;1.4081
199901280630;1.407
199901280700;1.4087
199901280730;1.4075
199901280800;1.4067
199901280830;1.4061
199901280900;1.4061
199901280930;1.406
199901281000;1.4081
199901281030;1.409
199901281100;1.4091
199901281130;1.4116
199901281200;1.4135
199901281230;1.4162
199901281300;1.4142
199901281330;1.4143
199901281400;1.4149
199901281430;1.4134
199901281500;1.4127
199901281530;1.4124
199901281600;1.4112
199901281630;1.4122
199901281700;1.4162
199901281730;1.4166
199901281800;1.4147
199901281830;1.4122
199901281900;1.4125
199901281930;1.4131
199901282000;1.4102
199901282030;1.4109
199901282100;1.4115
199901282130;1.4116
199901282200;1.4118
199901282230;1.4128
199901282300;1.4134
199901282330;1.4138
199901290000;1.414
199901290030;1.413
199901290100;1.4125
199901290130;1.4115
199901290200;1.4125
199901290230;1.4101
199901290300;1.4104
199901290330;1.4108
199901290400;1.4105
199901290430;1.4104
199901290500;1.4102
199901290530;1.4103
199901290600;1.4099
199901290630;1.4106
199901290700;1.411
199901290730;1.4128
199901290800;1.4129
199901290830;1.4123
199901290900;1.4137
199901290930;1.4159
199901291000;1.4155
199901291030;1.4136
199901291100;1.4149
199901291130;1.4148
199901291200;1.4173
199901291230;1.4185
199901291300;1.4149
199901291330;1.416
199901291400;1.4184
199901291430;1.4179
199901291500;1.4172
199901291530;1.4162
199901291600;1.4193
199901291630;1.4186
199901291700;1.4153
199901291730;1.4164
199901291800;1.4168
199901291830;1.4151
199901291900;1.4155
199901291930;1.4143
199901292000;1.4146
199901292030;1.4143
199901292100;1.4149
199901292130;1.4161
199901292200;1.4157
199901292230;1.4153
199901292300;1.4148
199901292330;1.4144
199902010000;1.414
199902010030;1.4133
199902010100;1.4131
199902010130;1.4164
199902010200;1.4156
199902010230;1.416
199902010300;1.4158
199902010330;1.4138
199902010400;1.4162
199902010430;1.416
199902010500;1.4163
199902010530;1.4189
199902010600;1.4176
199902010630;1.4175
199902010700;1.4165
199902010730;1.4141
199902010800;1.4117
199902010830;1.4125
199902010900;1.4118
199902010930;1.4121
199902011000;1.411
199902011030;1.4135
199902011100;1.4148
199902011130;1.4133
199902011200;1.4137
199902011230;1.4171
199902011300;1.4185
199902011330;1.4181
199902011400;1.4189
199902011430;1.4205
199902011500;1.4221
199902011530;1.422
199902011600;1.424
199902011630;1.4234
199902011700;1.4237
199902011730;1.4232
199902011800;1.4233
199902011830;1.4225
199902011900;1.4227
199902011930;1.421
199902012000;1.4209
199902012030;1.4217
199902012100;1.4209
199902012130;1.4218
199902012200;1.4206
199902012230;1.4214
199902012300;1.4199
199902012330;1.4202
199902020000;1.4206
199902020030;1.4205
199902020100;1.4206
199902020130;1.4196
199902020200;1.4196
199902020230;1.4196
199902020300;1.4202
199902020330;1.4207
199902020400;1.4205
199902020430;1.4197
199902020500;1.4205
199902020530;1.4191
199902020600;1.4191
199902020630;1.4177
199902020700;1.4154
199902020730;1.416
199902020800;1.416
199902020830;1.4172
199902020900;1.4167
199902020930;1.4162
199902021000;1.4185
199902021030;1.4187
199902021100;1.4171
199902021130;1.4175
199902021200;1.417
199902021230;1.4164
199902021300;1.4135
199902021330;1.4123
199902021400;1.4137
199902021430;1.4137
199902021500;1.4142
199902021530;1.4119
199902021600;1.4105
199902021630;1.412
199902021700;1.4112
199902021730;1.4137
199902021800;1.416
199902021830;1.4154
199902021900;1.4149
199902021930;1.4145
199902022000;1.4125
199902022030;1.4122
199902022100;1.4137
199902022130;1.4127
199902022200;1.4132
199902022230;1.413
199902022300;1.4122
199902022330;1.4112
199902030000;1.4107
199902030030;1.4121
199902030100;1.4131
199902030130;1.4117
199902030200;1.4127
199902030230;1.4121
199902030300;1.4126
199902030330;1.4111
199902030400;1.4122
199902030430;1.412
199902030500;1.4116
199902030530;1.4089
199902030600;1.409
199902030630;1.4101
199902030700;1.4109
199902030730;1.4131
199902030800;1.4113
199902030830;1.41
199902030900;1.4093
199902030930;1.407
199902031000;1.4083
199902031030;1.4085
199902031100;1.4092
199902031130;1.4105
199902031200;1.41
199902031230;1.4085
199902031300;1.409
199902031330;1.4095
199902031400;1.4099
199902031430;1.4087
199902031500;1.4085
199902031530;1.4082
199902031600;1.4102
199902031630;1.4134
199902031700;1.413
199902031730;1.4147
199902031800;1.4148
199902031830;1.4166
199902031900;1.4161
199902031930;1.416
199902032000;1.416
199902032030;1.4156
199902032100;1.4172
199902032130;1.4184
199902032200;1.4171
199902032230;1.4161
199902032300;1.4175
199902032330;1.4175
199902040000;1.4185
199902040030;1.4205
199902040100;1.4185
199902040130;1.4174
199902040200;1.4172
199902040230;1.418
199902040300;1.4181
199902040330;1.418
199902040400;1.4177
199902040430;1.418
